model,temperature,predicate,pos_proba_0,pos_proba_1,pos_proba_2,pos_proba_3,pos_proba_4,mean_pos_proba,std_pos_proba,cv,ci_95_width,reliability
gpt-4.1-nano,1.5,"on(cyan-block, red-block)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"onnone(green, cyan)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,onover('table'.),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"onnone(red, green)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(green-block, blue-block)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,ontable(blue-blue),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(green-block, red-block)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,ontable(green-green),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,clear(red-red),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(blue-block, simult: on-the-fi)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(blue-block, brown-table)",0.0,0.1,0.1,0.0,0.0,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4.1-nano,1.5,"on(blue-block,table)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(green, blue)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(table, floor)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,ontable(green),0.4,0.4,0.2,0.1,0.7,0.36,0.206,0.5722222222222222,0.180566961319063,shaky
gpt-4.1-nano,1.5,"on(blue-block, green-block)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,softmindonnair(a-site),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,clear(cyan),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,clear(green-green),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"holding(grey, gripper)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,on(brown-table),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(red, cyan)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(cyan, green)",0.1,0.0,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4.1-nano,1.5,handfull(gripper-gripper),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,handfree(gripper),0.3,0.3,0.3,0.1,0.2,0.24,0.08,0.33333333333333337,0.0701230917743934,acceptable
gpt-4.1-nano,1.5,"on(red-block,blue-block)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"ontable(green, brown)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(red-block, green-block)",0.0,0.3,0.2,0.0,0.0,0.1,0.126,1.26,0.1104438695446696,acceptable
gpt-4.1-nano,1.5,"onnone(red, cyan)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(player, table)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,onredfullyblue(green),0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,table(planet),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,clear(blue-block),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(blue, green)",0.2,0.2,0.0,0.0,0.4,0.16,0.15,0.9375,0.13148079707698762,acceptable
gpt-4.1-nano,1.5,"on(green, red)",0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,robust
gpt-4.1-nano,1.5,ontable(red),0.3,0.3,0.1,0.1,0.4,0.24,0.12,0.5,0.1051846376615901,acceptable
gpt-4.1-nano,1.5,ontable(cyan),0.1,0.0,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4.1-nano,1.5,"onnone(blue, cyan)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(red-red, green-green)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(blue-block,green-block)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"holding(none, handfree)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(blue,green)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(blue-block, brown table)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"ontop(red, green)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,ontable(blue-block),0.0,0.1,0.2,0.3,0.0,0.12,0.117,0.9750000000000001,0.10255502172005035,acceptable
gpt-4.1-nano,1.5,"ontable(blue, table)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,ontable(green-block),0.1,0.3,0.4,0.4,0.0,0.24,0.162,0.675,0.14199926084314665,shaky
gpt-4.1-nano,1.5,clear(green),0.1,0.1,0.2,0.0,0.1,0.1,0.063,0.63,0.0552219347723348,acceptable
gpt-4.1-nano,1.5,ontable(blue),0.4,0.2,0.1,0.1,0.4,0.24,0.136,0.5666666666666668,0.11920925601646878,acceptable
gpt-4.1-nano,1.5,"on(blue, brown)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,clear(blue),0.2,0.1,0.2,0.0,0.1,0.12,0.075,0.625,0.06574039853849381,acceptable
gpt-4.1-nano,1.5,"holding(gray,gripper)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,original(features),0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,clear(red),0.1,0.1,0.1,0.0,0.1,0.08,0.04,0.5,0.0350615458871967,robust
gpt-4.1-nano,1.5,"onboard(blue, green)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,newline(full),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(Cyan, Green)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"ontable(cyan, table)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,holding(none),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(red,table)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,ontable(brown-table),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"ontable(green, table)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,ontable(red-block),0.1,0.1,0.1,0.4,0.0,0.14,0.136,0.9714285714285714,0.11920925601646878,acceptable
gpt-4.1-nano,1.5,handfree(gripper-gripper),0.3,0.1,0.1,0.7,0.2,0.28,0.223,0.7964285714285714,0.19546811832112163,shaky
gpt-4.1-nano,1.5,holding(none gripper-gripper),0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"on(red, blue)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,clear(cyan-block),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"onblueblock(myblock, basetilectx014)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,star(dest),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,ontable(Green),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.5,"ontop(green, table)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
